   X,    Y,    Latitude,   Longitude, UGRD_201906170000
  37,   12,   50.053191,  -96.174340,       -2.647
  38,   12,   50.053988,  -96.020997,       -2.460
  39,   12,   50.054674,  -95.867651,       -2.522
  40,   12,   50.055248,  -95.714303,       -2.710
  41,   12,   50.055711,  -95.560954,       -2.835
  42,   12,   50.056063,  -95.407603,       -3.022
  43,   12,   50.056303,  -95.254251,       -3.210
  44,   12,   50.056432,  -95.100898,       -3.335
   1,   13,   50.048722, -101.697204,       -1.835
   2,   13,   50.053529, -101.544043,       -1.522
   3,   13,   50.058224, -101.390865,       -1.210
   4,   13,   50.062807, -101.237672,       -1.022
   5,   13,   50.067280, -101.084462,       -0.960
   6,   13,   50.071641, -100.931237,       -0.960
   7,   13,   50.075891, -100.777996,       -0.960
   8,   13,   50.080029, -100.624741,       -1.085
   9,   13,   50.084056, -100.471471,       -1.335
  10,   13,   50.087972, -100.318188,       -1.647
  11,   13,   50.091777, -100.164890,       -2.022
  12,   13,   50.095470, -100.011580,       -2.272
  13,   13,   50.099051,  -99.858257,       -2.022
  14,   13,   50.102522,  -99.704921,       -1.772
  15,   13,   50.105881,  -99.551573,       -1.585
  16,   13,   50.109128,  -99.398214,       -1.460
  17,   13,   50.112265,  -99.244843,       -1.397
  18,   13,   50.115290,  -99.091462,       -1.585
  19,   13,   50.118203,  -98.938070,       -1.897
  20,   13,   50.121005,  -98.784668,       -2.397
  21,   13,   50.123696,  -98.631256,       -3.022
  22,   13,   50.126276,  -98.477835,       -3.085
  23,   13,   50.128744,  -98.324405,       -2.960
  24,   13,   50.131101,  -98.170966,       -2.835
  25,   13,   50.133346,  -98.017520,       -2.772
  26,   13,   50.135480,  -97.864065,       -2.522
  27,   13,   50.137502,  -97.710604,       -2.397
  28,   13,   50.139414,  -97.557135,       -2.272
  29,   13,   50.141214,  -97.403660,       -2.147
  30,   13,   50.142902,  -97.250178,       -2.147
